tick,time,key,value
67,6.7,requested,150
68,6.8,granted,98.8227
68,6.8,requested,150
69,6.9,granted,115.688
69,6.9,requested,150
70,7,granted,0
70,7,requested,150
71,7.1,granted,145.794
71,7.1,requested,150
72,7.2,granted,0
72,7.2,requested,150
73,7.3,granted,0
73,7.3,requested,150
74,7.4,granted,150
74,7.4,requested,150
75,7.5,granted,150
75,7.5,requested,150
76,7.6,granted,150
76,7.6,requested,150
77,7.7,granted,150
77,7.7,requested,150
78,7.8,granted,150
78,7.8,requested,150
79,7.9,granted,150
79,7.9,requested,150
80,8,granted,150
80,8,requested,150
81,8.1,granted,0
81,8.1,requested,150
82,8.2,granted,150
82,8.2,requested,150
83,8.3,granted,150
83,8.3,requested,150
84,8.4,granted,150
84,8.4,requested,150
85,8.5,granted,150
85,8.5,requested,150
86,8.6,granted,146.879
86,8.6,requested,150
87,8.7,granted,132.594
87,8.7,requested,150
88,8.8,granted,0
88,8.8,requested,150
89,8.9,granted,0
89,8.9,requested,150
90,9,granted,77.4237
90,9,requested,150
91,9.1,granted,0
91,9.1,requested,150
92,9.2,granted,39.578
92,9.2,requested,150
93,9.3,granted,19.8909
93,9.3,requested,150
94,9.4,granted,0
94,9.4,requested,150
95,9.5,granted,15.0302
95,9.5,requested,150
96,9.6,granted,29.8654
96,9.6,requested,150
97,9.7,granted,49.3521
97,9.7,requested,150
98,9.8,granted,0
98,9.8,requested,150
99,9.9,granted,0
99,9.9,requested,150
100,10,granted,0
100,10,requested,150
101,10.1,granted,125.014
101,10.1,requested,150
102,10.2,granted,139.975
102,10.2,requested,150
103,10.3,granted,150
103,10.3,requested,150
104,10.4,granted,0
104,10.4,requested,150
105,10.5,granted,0
105,10.5,requested,150
106,10.6,granted,0
106,10.6,requested,150
107,10.7,granted,0
107,10.7,requested,150
108,10.8,granted,0
108,10.8,requested,150
109,10.9,granted,0
109,10.9,requested,150
110,11,granted,0
110,11,requested,150
111,11.1,granted,0
111,11.1,requested,150
112,11.2,granted,0
112,11.2,requested,150
113,11.3,granted,0
113,11.3,requested,150
114,11.4,granted,0
114,11.4,requested,150
115,11.5,granted,0
115,11.5,requested,150
116,11.6,granted,0
116,11.6,requested,150
117,11.7,granted,0
117,11.7,requested,150
118,11.8,granted,0
118,11.8,requested,150
119,11.9,granted,123.627
119,11.9,requested,150
120,12,granted,107.315
120,12,requested,150
121,12.1,granted,84.9295
121,12.1,requested,150
122,12.2,granted,71.6459
122,12.2,requested,150
123,12.3,granted,0
123,12.3,requested,150
124,12.4,granted,0
124,12.4,requested,150
125,12.5,granted,0
125,12.5,requested,150
126,12.6,granted,0
126,12.6,requested,150
127,12.7,granted,26.6464
127,12.7,requested,150
128,12.8,granted,0
128,12.8,requested,150
129,12.9,granted,0
129,12.9,requested,150
130,13,granted,84.0334
130,13,requested,150
131,13.1,granted,101.732
131,13.1,requested,150
132,13.2,granted,0
132,13.2,requested,150
133,13.3,granted,0
133,13.3,requested,150
134,13.4,granted,148.075
134,13.4,requested,150
135,13.5,granted,150
135,13.5,requested,150
136,13.6,granted,150
136,13.6,requested,150
137,13.7,granted,0
137,13.7,requested,150
138,13.8,granted,150
138,13.8,requested,150
139,13.9,granted,150
139,13.9,requested,150
140,14,granted,150
140,14,requested,150
141,14.1,granted,0
141,14.1,requested,150
142,14.2,granted,150
142,14.2,requested,150
143,14.3,granted,150
143,14.3,requested,150
144,14.4,granted,150
144,14.4,requested,150
145,14.5,granted,150
145,14.5,requested,150
146,14.6,granted,150
146,14.6,requested,150
147,14.7,granted,150
147,14.7,requested,150
148,14.8,granted,150
148,14.8,requested,150
149,14.9,granted,144.576
149,14.9,requested,150
150,15,granted,130.058
150,15,requested,150
151,15.1,granted,114.239
151,15.1,requested,150
152,15.2,granted,0
152,15.2,requested,150
153,15.3,granted,0
153,15.3,requested,150
154,15.4,granted,0
154,15.4,requested,150
155,15.5,granted,0
155,15.5,requested,150
156,15.6,granted,0
156,15.6,requested,150
157,15.7,granted,0
157,15.7,requested,150
158,15.8,granted,0
158,15.8,requested,150
159,15.9,granted,38.1717
159,15.9,requested,150
160,16,granted,57.5807
160,16,requested,150
161,16.1,granted,76.4143
161,16.1,requested,150
162,16.2,granted,94.4844
162,16.2,requested,150
163,16.3,granted,111.61
163,16.3,requested,150
164,16.4,granted,0
164,16.4,requested,150
165,16.5,granted,0
165,16.5,requested,150
166,16.6,granted,0
166,16.6,requested,150
167,16.7,granted,0
167,16.7,requested,150
168,16.8,granted,0
168,16.8,requested,150
169,16.9,granted,0
169,16.9,requested,150
170,17,granted,0
170,17,requested,150
171,17.1,granted,150
171,17.1,requested,150
172,17.2,granted,150
172,17.2,requested,150
173,17.3,granted,150
173,17.3,requested,150
174,17.4,granted,150
174,17.4,requested,150
175,17.5,granted,0
175,17.5,requested,150
176,17.6,granted,0
176,17.6,requested,150
177,17.7,granted,0
177,17.7,requested,150
178,17.8,granted,0
178,17.8,requested,150
179,17.9,granted,0
179,17.9,requested,150
180,18,granted,0
180,18,requested,150
181,18.1,granted,0
181,18.1,requested,150
182,18.2,granted,120.967
182,18.2,requested,150
183,18.3,granted,104.462
183,18.3,requested,150
184,18.4,granted,0
184,18.4,requested,150
185,18.5,granted,0
185,18.5,requested,150
186,18.6,granted,0
186,18.6,requested,150
187,18.7,granted,0
187,18.7,requested,150
188,18.8,granted,0
188,18.8,requested,150
189,18.9,granted,10.0845
189,18.9,requested,150
190,19,granted,0
190,19,requested,150
191,19.1,granted,49.5668
191,19.1,requested,150
192,19.2,granted,63.663
192,19.2,requested,150
193,19.3,granted,0
193,19.3,requested,150
194,19.4,granted,0
194,19.4,requested,150
195,19.5,granted,0
195,19.5,requested,150
196,19.6,granted,136.393
196,19.6,requested,150
197,19.7,granted,150
197,19.7,requested,150
198,19.8,granted,150
198,19.8,requested,150
199,19.9,granted,0
199,19.9,requested,150
200,20,granted,150
200,20,requested,150
201,20.1,granted,150
201,20.1,requested,150
202,20.2,granted,150
202,20.2,requested,150
203,20.3,granted,150
203,20.3,requested,150
204,20.4,granted,0
204,20.4,requested,150
205,20.5,granted,0
205,20.5,requested,150
206,20.6,granted,0
206,20.6,requested,150
207,20.7,granted,0
207,20.7,requested,150
208,20.8,granted,0
208,20.8,requested,150
209,20.9,granted,150
209,20.9,requested,150
210,21,granted,0
210,21,requested,150
211,21.1,granted,150
211,21.1,requested,150
212,21.2,granted,142.232
212,21.2,requested,150
213,21.3,granted,0
213,21.3,requested,150
214,21.4,granted,0
214,21.4,requested,150
215,21.5,granted,0
215,21.5,requested,150
216,21.6,granted,0
216,21.6,requested,150
217,21.7,granted,0
217,21.7,requested,150
218,21.8,granted,0
218,21.8,requested,150
219,21.9,granted,18.2045
219,21.9,requested,150
220,22,granted,0
220,22,requested,150
221,22.1,granted,0
221,22.1,requested,150
222,22.2,granted,41.4673
222,22.2,requested,150
223,22.3,granted,55.7929
223,22.3,requested,150
224,22.4,granted,79.5111
224,22.4,requested,150
225,22.5,granted,0
225,22.5,requested,150
226,22.6,granted,0
226,22.6,requested,150
227,22.7,granted,0
227,22.7,requested,150
228,22.8,granted,144.699
228,22.8,requested,150
229,22.9,granted,0
229,22.9,requested,150
230,23,granted,0
230,23,requested,150
231,23.1,granted,0
231,23.1,requested,150
232,23.2,granted,150
232,23.2,requested,150
233,23.3,granted,0
233,23.3,requested,150
234,23.4,granted,0
234,23.4,requested,150
235,23.5,granted,150
235,23.5,requested,150
236,23.6,granted,0
236,23.6,requested,150
237,23.7,granted,0
237,23.7,requested,150
238,23.8,granted,0
238,23.8,requested,150
239,23.9,granted,0
239,23.9,requested,150
240,24,granted,150
240,24,requested,150
241,24.1,granted,150
241,24.1,requested,150
242,24.2,granted,0
242,24.2,requested,150
243,24.3,granted,147.956
243,24.3,requested,150
244,24.4,granted,133.782
244,24.4,requested,150
245,24.5,granted,0
245,24.5,requested,150
246,24.6,granted,0
246,24.6,requested,150
247,24.7,granted,0
247,24.7,requested,150
248,24.8,granted,0
248,24.8,requested,150
249,24.9,granted,0
249,24.9,requested,150
250,25,granted,0
250,25,requested,150
251,25.1,granted,0
251,25.1,requested,150
252,25.2,granted,0
252,25.2,requested,150
253,25.3,granted,0
253,25.3,requested,150
254,25.4,granted,0
254,25.4,requested,150
255,25.5,granted,0
255,25.5,requested,150
256,25.6,granted,0
256,25.6,requested,150
257,25.7,granted,0
257,25.7,requested,150
258,25.8,granted,0
258,25.8,requested,150
259,25.9,granted,0
259,25.9,requested,150
260,26,granted,0
260,26,requested,150
261,26.1,granted,0
261,26.1,requested,150
262,26.2,granted,0
262,26.2,requested,150
263,26.3,granted,150
263,26.3,requested,150
264,26.4,granted,0
264,26.4,requested,150
265,26.5,granted,150
265,26.5,requested,150
266,26.6,granted,0
266,26.6,requested,150
267,26.7,granted,150
267,26.7,requested,150
268,26.8,granted,150
268,26.8,requested,150
269,26.9,granted,150
269,26.9,requested,150
270,27,granted,150
270,27,requested,150
271,27.1,granted,150
271,27.1,requested,150
272,27.2,granted,150
272,27.2,requested,150
273,27.3,granted,150
273,27.3,requested,150
274,27.4,granted,0
274,27.4,requested,150
275,27.5,granted,139.848
275,27.5,requested,150
276,27.6,granted,0
276,27.6,requested,150
277,27.7,granted,108.655
277,27.7,requested,150
278,27.8,granted,86.3492
278,27.8,requested,150
279,27.9,granted,73.1305
279,27.9,requested,150
280,28,granted,54.1812
280,28,requested,150
281,28.1,granted,34.6904
281,28.1,requested,150
282,28.2,granted,9.85309
282,28.2,requested,150
283,28.3,granted,5.13266
283,28.3,requested,150
284,28.4,granted,0
284,28.4,requested,150
285,28.5,granted,39.7511
285,28.5,requested,150
286,28.6,granted,0
286,28.6,requested,150
287,28.7,granted,0
287,28.7,requested,150
288,28.8,granted,95.3579
288,28.8,requested,150
289,28.9,granted,117.127
289,28.9,requested,150
290,29,granted,0
290,29,requested,150
291,29.1,granted,0
291,29.1,requested,150
292,29.2,granted,0
292,29.2,requested,150
293,29.3,granted,0
293,29.3,requested,150
294,29.4,granted,150
294,29.4,requested,150
295,29.5,granted,150
295,29.5,requested,150
296,29.6,granted,0
296,29.6,requested,150
297,29.7,granted,0
297,29.7,requested,150
298,29.8,granted,150
298,29.8,requested,150
299,29.9,granted,0
299,29.9,requested,150
300,30,granted,0
300,30,requested,150
301,30.1,granted,0
301,30.1,requested,150
302,30.2,granted,150
302,30.2,requested,150
303,30.3,granted,150
303,30.3,requested,150
304,30.4,granted,150
304,30.4,requested,150
305,30.5,granted,0
305,30.5,requested,150
306,30.6,granted,0
306,30.6,requested,150
307,30.7,granted,0
307,30.7,requested,150
308,30.8,granted,115.543
308,30.8,requested,150
309,30.9,granted,0
309,30.9,requested,150
310,31,granted,0
310,31,requested,150
311,31.1,granted,62.1395
311,31.1,requested,150
312,31.2,granted,0
312,31.2,requested,150
313,31.3,granted,0
313,31.3,requested,150
314,31.4,granted,0
314,31.4,requested,150
315,31.5,granted,0
315,31.5,requested,150
316,31.6,granted,0
316,31.6,requested,150
317,31.7,granted,0
317,31.7,requested,150
318,31.8,granted,0
318,31.8,requested,150
319,31.9,granted,93.0777
319,31.9,requested,150
320,32,granted,110.285
320,32,requested,150
321,32.1,granted,0
321,32.1,requested,150
322,32.2,granted,141.234
322,32.2,requested,150
323,32.3,granted,0
323,32.3,requested,150
324,32.4,granted,150
324,32.4,requested,150
325,32.5,granted,0
325,32.5,requested,150
326,32.6,granted,150
326,32.6,requested,150
327,32.7,granted,150
327,32.7,requested,150
328,32.8,granted,150
328,32.8,requested,150
329,32.9,granted,0
329,32.9,requested,150
330,33,granted,0
330,33,requested,150
331,33.1,granted,0
331,33.1,requested,150
332,33.2,granted,0
332,33.2,requested,150
333,33.3,granted,0
333,33.3,requested,150
334,33.4,granted,0
334,33.4,requested,150
335,33.5,granted,0
335,33.5,requested,150
336,33.6,granted,150
336,33.6,requested,150
337,33.7,granted,146.244
337,33.7,requested,150
338,33.8,granted,0
338,33.8,requested,150
339,33.9,granted,0
339,33.9,requested,150
340,34,granted,105.817
340,34,requested,150
341,34.1,granted,83.3448
341,34.1,requested,150
342,34.2,granted,69.9903
342,34.2,requested,150
343,34.3,granted,50.9365
343,34.3,requested,150
344,34.4,granted,26.3737
344,34.4,requested,150
345,34.5,granted,11.4975
345,34.5,requested,150
346,34.6,granted,8.49361
346,34.6,requested,150
347,34.7,granted,28.3998
347,34.7,requested,150
348,34.8,granted,0
348,34.8,requested,150
349,34.9,granted,0
349,34.9,requested,150
350,35,granted,85.6365
350,35,requested,150
351,35.1,granted,103.252
351,35.1,requested,150
352,35.2,granted,119.837
352,35.2,requested,150
353,35.3,granted,135.224
353,35.3,requested,150
354,35.4,granted,144.259
354,35.4,requested,150
355,35.5,granted,0
355,35.5,requested,150
356,35.6,granted,150
356,35.6,requested,150
357,35.7,granted,150
357,35.7,requested,150
358,35.8,granted,0
358,35.8,requested,150
359,35.9,granted,0
359,35.9,requested,150
360,36,granted,150
360,36,requested,150
361,36.1,granted,0
361,36.1,requested,150
362,36.2,granted,0
362,36.2,requested,150
363,36.3,granted,0
363,36.3,requested,150
364,36.4,granted,0
364,36.4,requested,150
365,36.5,granted,0
365,36.5,requested,150
366,36.6,granted,150
366,36.6,requested,150
367,36.7,granted,0
367,36.7,requested,150
368,36.8,granted,0
368,36.8,requested,150
369,36.9,granted,0
369,36.9,requested,150
370,37,granted,128.708
370,37,requested,150
371,37.1,granted,107.782
371,37.1,requested,150
372,37.2,granted,0
372,37.2,requested,150
373,37.3,granted,0
373,37.3,requested,150
374,37.4,granted,0
374,37.4,requested,150
375,37.5,granted,0
375,37.5,requested,150
376,37.6,granted,0
376,37.6,requested,150
377,37.7,granted,0
377,37.7,requested,150
378,37.8,granted,0
378,37.8,requested,150
379,37.9,granted,0
379,37.9,requested,150
380,38,granted,0
380,38,requested,150
381,38.1,granted,73.0472
381,38.1,requested,150
382,38.2,granted,0
382,38.2,requested,150
383,38.3,granted,0
383,38.3,requested,150
384,38.4,granted,0
384,38.4,requested,150
385,38.5,granted,0
385,38.5,requested,150
386,38.6,granted,0
386,38.6,requested,150
387,38.7,granted,0
387,38.7,requested,150
388,38.8,granted,0
388,38.8,requested,150
389,38.9,granted,0
389,38.9,requested,150
390,39,granted,0
390,39,requested,150
391,39.1,granted,0
391,39.1,requested,150
392,39.2,granted,0
392,39.2,requested,150
393,39.3,granted,0
393,39.3,requested,150
394,39.4,granted,0
394,39.4,requested,150
395,39.5,granted,0
395,39.5,requested,150
396,39.6,granted,0
396,39.6,requested,150
397,39.7,granted,0
397,39.7,requested,150
398,39.8,granted,0
398,39.8,requested,150
399,39.9,granted,0
399,39.9,requested,150
400,40,granted,0
400,40,requested,150
401,40.1,granted,134.962
401,40.1,requested,150
402,40.2,granted,0
402,40.2,requested,150
403,40.3,granted,0
403,40.3,requested,150
404,40.4,granted,0
404,40.4,requested,150
405,40.5,granted,0
405,40.5,requested,150
406,40.6,granted,0
406,40.6,requested,150
407,40.7,granted,0
407,40.7,requested,150
408,40.8,granted,0
408,40.8,requested,150
409,40.9,granted,0
409,40.9,requested,150
410,41,granted,0
410,41,requested,150
411,41.1,granted,51.2799
411,41.1,requested,150
412,41.2,granted,70.323
412,41.2,requested,150
413,41.3,granted,88.6633
413,41.3,requested,150
414,41.4,granted,0
414,41.4,requested,150
415,41.5,granted,0
415,41.5,requested,150
416,41.6,granted,137.682
416,41.6,requested,150
417,41.7,granted,0
417,41.7,requested,150
418,41.8,granted,0
418,41.8,requested,150
419,41.9,granted,150
419,41.9,requested,150
420,42,granted,150
420,42,requested,150
421,42.1,granted,150
421,42.1,requested,150
422,42.2,granted,0
422,42.2,requested,150
423,42.3,granted,0
423,42.3,requested,150
424,42.4,granted,0
424,42.4,requested,150
425,42.5,granted,0
425,42.5,requested,150
426,42.6,granted,0
426,42.6,requested,150
427,42.7,granted,0
427,42.7,requested,150
428,42.8,granted,0
428,42.8,requested,150
429,42.9,granted,0
429,42.9,requested,150
430,43,granted,0
430,43,requested,150
431,43.1,granted,150
431,43.1,requested,150
432,43.2,granted,140.982
432,43.2,requested,150
433,43.3,granted,0
433,43.3,requested,150
434,43.4,granted,109.989
434,43.4,requested,150
435,43.5,granted,0
435,43.5,requested,150
436,43.6,granted,74.6106
436,43.6,requested,150
437,43.7,granted,55.7125
437,43.7,requested,150
438,43.8,granted,36.2578
438,43.8,requested,150
439,43.9,granted,11.4409
439,43.9,requested,150
440,44,granted,0
440,44,requested,150
441,44.1,granted,0
441,44.1,requested,150
442,44.2,granted,0
442,44.2,requested,150
443,44.3,granted,62.477
443,44.3,requested,150
444,44.4,granted,76.1324
444,44.4,requested,150
445,44.5,granted,93.9771
445,44.5,requested,150
446,44.6,granted,0
446,44.6,requested,150
447,44.7,granted,0
447,44.7,requested,150
448,44.8,granted,0
448,44.8,requested,150
449,44.9,granted,150
449,44.9,requested,150
450,45,granted,150
450,45,requested,150
451,45.1,granted,0
451,45.1,requested,150
452,45.2,granted,150
452,45.2,requested,150
453,45.3,granted,150
453,45.3,requested,150
454,45.4,granted,0
454,45.4,requested,150
455,45.5,granted,150
455,45.5,requested,150
456,45.6,granted,0
456,45.6,requested,150
457,45.7,granted,150
457,45.7,requested,150
458,45.8,granted,150
458,45.8,requested,150
459,45.9,granted,0
459,45.9,requested,150
460,46,granted,150
460,46,requested,150
461,46.1,granted,150
461,46.1,requested,150
462,46.2,granted,150
462,46.2,requested,150
463,46.3,granted,0
463,46.3,requested,150
464,46.4,granted,0
464,46.4,requested,150
465,46.5,granted,0
465,46.5,requested,150
466,46.6,granted,0
466,46.6,requested,150
467,46.7,granted,0
467,46.7,requested,150
468,46.8,granted,0
468,46.8,requested,150
469,46.9,granted,44.4048
469,46.9,requested,150
470,47,granted,24.7146
470,47,requested,150
471,47.1,granted,0
471,47.1,requested,150
472,47.2,granted,0
472,47.2,requested,150
473,47.3,granted,0
473,47.3,requested,150
474,47.4,granted,0
474,47.4,requested,150
475,47.5,granted,73.4611
475,47.5,requested,150
476,47.6,granted,0
476,47.6,requested,150
477,47.7,granted,108.953
477,47.7,requested,150
478,47.8,granted,0
478,47.8,requested,150
479,47.9,granted,0
479,47.9,requested,150
480,48,granted,0
480,48,requested,150
481,48.1,granted,0
481,48.1,requested,150
482,48.2,granted,0
482,48.2,requested,150
483,48.3,granted,0
483,48.3,requested,150
484,48.4,granted,0
484,48.4,requested,150
485,48.5,granted,0
485,48.5,requested,150
486,48.6,granted,0
486,48.6,requested,150
487,48.7,granted,150
487,48.7,requested,150
488,48.8,granted,150
488,48.8,requested,150
489,48.9,granted,150
489,48.9,requested,150
490,49,granted,0
490,49,requested,150
491,49.1,granted,0
491,49.1,requested,150
492,49.2,granted,0
492,49.2,requested,150
493,49.3,granted,0
493,49.3,requested,150
494,49.4,granted,0
494,49.4,requested,150
495,49.5,granted,0
495,49.5,requested,150
496,49.6,granted,0
496,49.6,requested,150
497,49.7,granted,0
497,49.7,requested,150
498,49.8,granted,0
498,49.8,requested,150
499,49.9,granted,0
499,49.9,requested,150
-1,-1,status,0
0
494,49.4,granted,150
494,49.4,requested,150
495,49.5,granted,138.577
495,49.5,requested,150
496,49.6,granted,0
496,49.6,requested,150
497,49.7,granted,0
497,49.7,requested,150
498,49.8,granted,0
498,49.8,requested,150
499,49.9,granted,0
499,49.9,requested,150
-1,-1,status,0
